"","heart","sleep","step","heart_caregiver","sleep_caregiver","step_caregiver"
"3035",-0.0906480323958214,-0.0157588579518806,0.129833951421235,-0.423226350274557,0.69477892527961,-0.272337374103882
"3135",0.193678982047702,-1.07015179402047,0.551339263377435,-0.00991375380790468,0.318071933887646,0.552716141758116
"3235",-0.32142778426259,-1.04473259934336,-0.513404960015853,0.277057683407224,-0.754296209809883,-0.170229098731701
"3335",0.203810705928279,1.17131075264989,-0.0304689397003728,-0.0919089631321187,-0.768424133345046,-0.0183375830934275
"3435",0.261889162957659,0.072205667082799,-0.00810375494744719,-0.505204166668998,-0.580791860875512,0.0174900215424776
"3535",-0.305290075262708,0.308332857817519,-0.130291238402412,0.118539368578205,-0.0223795449673009,0.205682646268524
"3635",-0.265965407236071,0.776712770720894,-0.0521902797371727,0.234863594329566,0.0447760667407517,0.21009390157958
"3735",0.0790562135121077,-0.0510069691897546,-0.0733713532661513,0.20650044035133,0.032726791083125,-0.181860005077113
"3835",0.0468841819342792,0.499492197959241,-0.0765419416085709,-0.365523886124425,0.0120820114310426,0.321918098766705
"3935",0.00723460360735606,-0.413354380000719,-0.0796171791702771,0.205513504439001,-0.443172434222215,0.0706704559720057
"4035",-0.274100743665239,-0.00341024652437735,-0.0760300305491991,0.0880244063594304,-0.213292569917335,0.201925139144461
"4135",0.224682993192802,-0.402090748685039,-0.215637541816183,-0.196175915465056,-0.114971045057301,-0.0284631824380678
"4235",-0.215405762379054,0.545691062984059,-0.0818387102294946,-0.0185787506205485,-0.110277916731985,0.0376136828007463
"4335",0.79292401448611,-0.403284758421947,0.0600760969350812,-0.113051212157738,0.157017030268617,-0.0507209731582637
"4435",-0.015428727452699,0.311042529171466,-0.160459874600978,0.233476170827906,1.06108410853349,0.0110112833579072
"4535",-0.253911615181038,-0.0746629941448503,-0.21403652889632,0.166197497215348,0.0968686654169314,0.506631489828863
"4635",-0.461507722236814,0.627171902962697,-0.468175702171616,-0.120458760508118,0.0800272114672731,-0.196259212880493
"4735",0.0463518744402447,0.0918257130499614,-0.0648120765220768,0.019093364218698,0.127029071510719,-0.159613598319801
"4835",0.340494977914221,-0.136576141216858,0.0582775339404372,0.370759225159643,-0.054553417201222,0.228384963775428
"4935",0.104435014978126,-0.426207222540557,0.215493105497257,0.038269920906536,0.79128280724403,0.124774542512969
"5035",0.0553431858658234,-0.262747195720686,-0.11955167659218,-0.423620134905501,0.0734391220667352,-0.291080664272698
"5135",-0.18417765496277,0.0649484275629365,-0.206031220707335,0.278134321353811,0.260047098163049,0.284823137189384
"5235",-0.0628976804992833,-0.187443039964291,-0.0622202088897638,0.0479680469591409,-0.319456578161583,0.155718250031608
"5335",0.0456748263046999,0.443602577346529,-0.0631309078738552,-0.108028098243733,-0.841662938361779,-0.0461373374380016
"5435",-0.0493820879808464,-0.459288047718213,-0.111177843550357,-0.0848818860552638,0.266704783696271,0.204738169339366
"5535",0.0870717272196232,0.27485764551908,0.177246780787732,0.0383995887159323,-0.878275618381157,0.128003088894214
"5635",-0.0304027948243706,-0.454089326655503,-0.211886122407084,0.186760912645039,-0.825012229585569,0.0457024478518039
"5735",-0.0637407259438305,-0.317684276845468,0.226292804122481,-0.383334898435692,-0.166791517122344,-0.259312940747585
"5835",-0.116334003333812,-0.363823960706131,-0.00746609753628857,-0.0478482144117442,-0.275861833287975,0.0178094819438207
"5935",0.538169405279378,0.0634771972983699,0.127579272269437,-0.0215086117267465,0.714965211678626,0.0274631152921684
"6035",0.210244171403009,-0.477303299827132,-0.0517549846299739,-0.43024540862632,0.391672056949994,-0.372687844082892
"6135",-0.30299427605848,-0.189346467953466,-0.0469917353348454,-0.297138321559805,0.00885731158949357,-0.267877325368226
"6235",0.309234313863837,-0.330676724143813,-0.070768943990294,-0.0872272500661539,-0.458271965750646,-0.0934518660020578
"6335",-0.0695343620140191,-0.128881300942828,-0.0280253737219894,0.234260309035465,1.50135906643677,0.197505850113834
"6435",-0.259830264919997,-0.43941605432193,0.180546563774441,0.0339412830272942,-1.2075699357685,0.89016398273605
"6535",-0.229150538504263,-0.211470861980883,-0.053694442563629,-0.295811706378692,-1.14331244744869,-0.00874778644688332
"6635",-0.0362364348561226,-0.870247279425002,-0.04232271319727,-0.11308744718036,2.90738867041007,0.0252929676166418
"6735",0.0419412050368575,0.245942885712382,-0.453815493771262,-0.197642860496839,0.220819856291071,0.235269121304802
"6835",-0.0384694464387523,-0.350125613572219,-0.241011675273311,0.205689308548391,-0.480980319829031,-0.62476430146771
"6935",0.110810389018168,0.223924903878632,0.315552736041845,-0.226757364586293,-0.642073164495915,-0.354989909763789
"7035",-0.233142423320206,0.218255420367703,0.185162136674304,0.103795535815332,0.134983812315482,-0.333921460661864
"7135",0.0815491668802013,-0.175843679401083,0.0624077222025549,-0.298328897555182,0.0785205697885911,-0.0106677327154412
"7235",-0.022873558563953,-0.933606569380496,-0.198300163874368,-0.107003515485588,-0.248486659798976,-0.0332588641419849
"7335",0.161402686199835,-0.25279659342392,-0.0427435421216535,-0.142480111110514,0.496188786607841,0.133734363318047
"7435",-0.190598181472716,-0.167128493566698,-0.110127006109559,-0.557282096089884,-0.619496061146748,-0.233334765197379
"7535",-0.24789064242197,0.0807033850598197,0.123023710391284,0.0276055057864807,0.151436314121586,0.854235660439324
"7635",0.178457046788055,-0.220455582713056,0.519626833559866,0.138922022034557,1.12968791303987,0.468936002707997
"7735",0.0541662984416009,-0.083382058503831,-0.0996467847302562,0.258052611479988,0.652811055964317,0.00301031355132242
"7835",0.143530514990749,-0.490678805107875,0.401400307937943,-0.127442433053667,0.127397924885525,0.111816802544808
"7935",0.118601303218221,0.508590866117137,0.0800174289715573,-0.186756673391174,0.655220507324592,-0.183561288546299
"8035",-0.198157877711889,0.282419876287354,0.0410936063303725,0.195052950254906,-0.68361446003659,0.132769032997897
"8149",0.0878675232548511,0.617865609565654,0.248273673962225,-0.0873498178874442,0.121090094244286,-0.379519108425292
"8237",0.129191017925996,-0.304203279708948,0.0829729963591659,-0.00121081151758451,-0.0814073866177134,0.379136789987171
"8335",0.11055140358516,-0.160197855706337,0.445711764892878,0.166926938282789,-0.62589550217197,-0.10632691155791
"8435",0.403395081651643,-0.0210104452513803,0.425969445012828,0.136356145803579,-1.06071520277723,0.28842829984444
"8535",-0.119866200795015,0.0753292565018448,0.0592588943247606,-0.0990246594789982,-0.481259359981521,-0.544569523987016
"8635",-0.297807920590915,0.0308765375751614,0.0623472482860522,-0.147761599432189,0.282079702456924,0.174232964028571
"8735",-0.00374848817650486,0.39388322440796,0.124979948816507,-0.0125243226421736,-1.73618369514947,-0.186946757832847
"8835",-0.0463711774461257,0.371872925168771,-0.157017018114408,-0.0502868728937593,0.931232532539376,0.0793997569706569
"8935",-0.068998767674904,0.443273958344916,-0.253518419491223,-0.0394758453358706,0.618749932344953,0.120425755883687
"9035",0.031850460954606,-0.271897367437629,0.0917671606924817,0.39698573603887,1.12099824456406,-0.012876450652703
"9149",-0.275491147113789,0.221274232414917,-0.04142329237214,-0.554197750254135,0.781668447011228,-0.0456147089622041
"9237",-0.0864530265114283,-0.23526961333539,0.190859834637817,-0.155759896950462,-0.034182709356636,-0.222618485460901
"9335",0.199869503265867,0.301355993507826,-0.00565602735903448,-0.195857392784917,-0.46618968927595,-0.485137003873277
"9435",0.14612923285935,-0.138279319932887,0.160248829104601,0.314915164036411,0.512380871059686,0.268411879889052
"9535",-0.279027368355259,0.344058081324732,-0.454334045560567,-0.388734206338311,-0.522082403585344,-0.330752596866551
"9635",0.0902284730398611,-0.713430033480804,0.134602683493731,0.0505605742401684,-1.60085401954069,-0.275129433346814
"9735",-0.170187138163317,0.792413019494454,0.0853640315087717,-0.176579416409984,0.227413390331738,-0.305873085593764
"9835",-0.295484271432547,-0.262239085553679,-0.38371865876196,-0.103350015982049,0.23315290887577,0.0380374138840096
"9935",0.0652015206264689,1.70526887466019,0.0740362991874181,-0.155974212911311,0.589133971197849,0.191290324769516
"10035",-0.455828634447745,0.843081639434917,-0.286146465516491,0.0559123988057899,0.368975426878917,0.185254492897198
"10137",0.315072117887076,-0.967720164011386,0.331620888089,0.206116061108088,-0.916956093309502,-0.345327874199528
"10236",-0.401652479838864,-0.0317424405628777,-0.325521224397405,0.0696131242671501,0.805844048920479,-0.513948337907566
"10335",-0.177045141991884,0.277537989718869,-0.232398249036849,0.241426815422388,-0.151840706832756,-0.179926260345701
"10435",-0.17619109603048,0.677484796273424,-0.252095927902314,-0.196752570780562,0.507789805138203,0.109399260084869
"10535",-0.235636724129813,-0.84553321513607,0.14191544534744,-0.109790678607456,-0.059872907977712,-0.597206873686485
