"","heart","sleep","step","heart_caregiver","sleep_caregiver","step_caregiver"
"8022",-0.119509537424658,-0.154404909240229,0.100658377820073,0.128717924834686,-0.134191379509068,-0.301568421516208
"8126",-0.167359832592227,0.00855109745384988,-0.036739126531549,0.450419369038563,0.0661004100951894,0.0249249438534941
"8224",0.103533932261255,0.0168845338286461,-0.135434457906028,0.390616670160562,-0.294367313891868,-0.047429585212835
"8322",-0.186843271105692,-0.0464906220232134,-0.256332941662674,0.487358355653908,-2.56062048258319,-0.0644872623663361
"8422",0.167012971914002,0.192573161674335,0.0128581232756454,0.249165539983861,0.115936104682294,-0.265567908083679
"8522",-0.420377224007432,0.00136127310522455,-0.00634920169134723,-0.184992850092116,0.337317919003471,-0.311506019895401
"8622",0.161120847943924,-0.387169039642485,-0.140169716199063,0.138173007871496,0.173714302243927,0.190607222927455
"8722",-0.207066320492577,0.192520705134938,-0.0253570455591334,0.192998265826669,0.018457350010521,0.135409483179926
"8822",-0.235755678514584,-0.0471320620941863,-0.0131479280962211,-0.192225128090203,-0.41481100590449,-0.227919317934214
"8922",0.0218430514724038,0.010710330599839,-0.393884850778244,0.0545220652401346,0.354254923569509,-0.404179157183361
"9022",-0.0698749029008943,0.388519726552246,-0.346889236051373,0.15125557641657,-0.333661673146137,0.230641523874524
"9126",-0.0661976809547935,0.247855314557148,0.249231566830872,0.451211736334426,0.197092453850153,-0.152261606106188
"9224",-0.0252837886521714,0.0602687020583222,-0.274180792528357,-0.308588828390291,0.166420753496465,-0.286261315935466
"9322",-0.150204690993166,0.226743976140459,0.0605719212302204,0.0301792245231441,0.0884032992787293,0.293829958714992
"9422",0.110710932883808,0.142532056696417,0.333509448719443,0.914440196523665,0.128861026691419,0.4593552919161
"9522",0.154093481584423,0.387054258284499,0.0865264356580757,0.735462173966011,1.68470030109423,0.163688713997789
"9622",-0.0835940175572515,-0.0970629689153768,0.0234689609034779,0.557465818767686,-0.0781358846345891,0.308647231460159
"9722",0.642766339051777,-0.0741304995113626,0.23223340983409,0.17009874804755,-0.285835635069229,0.271866967683726
"9822",-0.27489048323014,0.168010697455512,-0.168987899745489,-0.6095842475701,0.0703048542836748,-0.384469576966111
"9922",-0.012091101416892,-0.0467759004309871,0.094418023583849,-0.330649215444946,0.214483798040093,-0.073353982378596
"10022",0.232459592281838,0.00915641652038281,0.123389838148622,0.614217715928772,-0.330987013313605,0.034362669242611
"10124",0.0705401086130524,1.38266695083241,0.0868770569737266,0.097806171301593,0.218950783371535,0.120707930141631
"10223",0.278299340549555,0.313155027969023,-0.188678236534568,-0.576523494062591,-0.269898196809086,0.154023934805854
"10322",0.34457681591665,0.373619183329406,-0.338192365333246,0.423113384601035,0.220025602922806,0.00609016148922581
"10422",-0.559673342516437,0.205017913175347,-0.0498286928188051,-0.192040018115251,-0.545952032710707,-0.447791551724435
"10522",-0.240610313683893,-0.110157042287649,0.550169830060193,-0.476060055059327,0.0702906416838558,0.538713032217476
